action,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
Placeholder,0.6004796028137207,0.4675079584121704,-1.627073049545288,0.6234049797058105,0.37653565406799316,-1.5382788181304932,0.6444059610366821,0.3750959634780884,-1.5381890535354614,0.6656594276428223,0.3735922574996948,-1.5381155014038086,0.5441291332244873,0.38663408160209656,-1.5664713382720947,0.5149960517883301,0.3933408260345459,-1.5653246641159058,0.4864884316921234,0.401936799287796,-1.5656582117080688,0.689327597618103,0.41515231132507324,-0.8762941360473633,0.4383167028427124,0.4504481256008148,-0.9786227941513062,0.6443768739700317,0.5736210346221924,-1.3682336807250977,0.5505238771438599,0.5845038890838623,-1.3974486589431763,0.8765116930007935,0.8735949993133545,-0.4082214832305908,0.2269478738307953,0.8866499662399292,-0.6661173701286316,0.9506244659423828,1.4269578456878662,-0.4454341530799866,0.09323042631149292,1.5200835466384888,-0.846645712852478,0.9164812564849854,1.7376108169555664,-1.2404276132583618,0.18004894256591797,1.911073088645935,-1.8577582836151123,0.9535857439041138,1.866599202156067,-1.4555920362472534,0.15840588510036469,2.063950777053833,-2.1224710941314697,0.9004878997802734,1.8386013507843018,-1.5672308206558228,0.228547602891922,2.037609815597534,-2.213754177093506,0.8743202686309814,1.7889543771743774,-1.325186848640442,0.24947652220726013,1.9695229530334473,-1.9283400774002075,0.7841014862060547,1.963295340538025,-0.017903240397572517,0.3406544625759125,1.97464120388031,0.026712948456406593,0.7615886926651001,2.8935184478759766,0.19294196367263794,0.35831189155578613,2.8983774185180664,0.0644805058836937,0.7632640600204468,3.7410175800323486,1.177594542503357,0.38304948806762695,3.7321717739105225,0.7743632197380066,0.7670556902885437,3.880425453186035,1.223114013671875,0.37647032737731934,3.8678202629089355,0.8118489980697632,0.7050623297691345,4.0045318603515625,0.31466251611709595,0.4606644809246063,3.9883415699005127,-0.19639548659324646
Placeholder,0.6006892323493958,0.47295019030570984,-1.8361257314682007,0.6245708465576172,0.38019418716430664,-1.7279568910598755,0.6457096934318542,0.3792721927165985,-1.7284194231033325,0.6670678853988647,0.3786883056163788,-1.7285106182098389,0.545495867729187,0.3882322907447815,-1.7541582584381104,0.516527533531189,0.39437371492385864,-1.753501057624817,0.48869064450263977,0.40247833728790283,-1.7541831731796265,0.6898450255393982,0.4209604263305664,-1.0276565551757812,0.4406765103340149,0.45029327273368835,-1.1275938749313354,0.6439169645309448,0.5768643021583557,-1.5690639019012451,0.551048994064331,0.5871360898017883,-1.5983102321624756,0.8764877915382385,0.8879464268684387,-0.5470461845397949,0.22772635519504547,0.8921020030975342,-0.7144442200660706,1.0207958221435547,1.4089850187301636,-0.6494502425193787,0.08301989734172821,1.5245667695999146,-0.7733204364776611,1.0166783332824707,1.8022572994232178,-1.5412473678588867,0.1649738997220993,1.9141836166381836,-1.6147029399871826,1.0571705102920532,1.953776478767395,-1.7818022966384888,0.15590088069438934,2.0663111209869385,-1.860620379447937,0.9922383427619934,1.94585382938385,-1.8931914567947388,0.22017218172550201,2.037127733230591,-1.9941149950027466,0.9582136273384094,1.891610026359558,-1.6288949251174927,0.23592722415924072,1.969894289970398,-1.6966564655303955,0.7831197381019592,1.9863725900650024,-0.05600745603442192,0.345868319272995,2.003045082092285,0.06404795497655869,0.7645788192749023,2.9058098793029785,-0.23642100393772125,0.36709776520729065,2.915187120437622,-0.10611563175916672,0.7738766074180603,3.75113844871521,0.565373957157135,0.3985881209373474,3.7458839416503906,0.3912524878978729,0.7813072204589844,3.892657518386841,0.5859214663505554,0.39295944571495056,3.8828418254852295,0.4059346318244934,0.7185673713684082,4.00618839263916,-0.3837127983570099,0.4743535816669464,3.9970593452453613,-0.6119793057441711
Placeholder,0.5996667742729187,0.47857698798179626,-1.8693113327026367,0.624462902545929,0.38300514221191406,-1.7589889764785767,0.6456945538520813,0.38200628757476807,-1.7596145868301392,0.6670646071434021,0.3815162181854248,-1.7598004341125488,0.5454407930374146,0.39029625058174133,-1.7847089767456055,0.5164597034454346,0.395925909280777,-1.7841930389404297,0.48877352476119995,0.4034949243068695,-1.7849889993667603,0.6895751953125,0.4238266050815582,-1.039283275604248,0.4411359131336212,0.45034825801849365,-1.1406009197235107,0.6427729725837708,0.5787690877914429,-1.5931280851364136,0.549973726272583,0.5912715196609497,-1.622931718826294,0.8758738040924072,0.8974763751029968,-0.5515262484550476,0.2277846336364746,0.8935723900794983,-0.7101985812187195,1.0101957321166992,1.4094109535217285,-0.6502541303634644,0.08296523243188858,1.5237764120101929,-0.7660366892814636,0.9986271858215332,1.8134464025497437,-1.5360593795776367,0.1583290547132492,1.8748070001602173,-1.6779316663742065,1.036399245262146,1.9604406356811523,-1.7770016193389893,0.15409868955612183,2.012551784515381,-1.9373806715011597,0.9764450788497925,1.9435631036758423,-1.89336097240448,0.21066178381443024,1.9615224599838257,-2.0620827674865723,0.944471538066864,1.890259861946106,-1.6251088380813599,0.22404760122299194,1.9072420597076416,-1.7607420682907104,0.7752553224563599,1.997451663017273,-0.06196106970310211,0.34596192836761475,2.010737180709839,0.06971453130245209,0.7592079639434814,2.911529064178467,-0.21586868166923523,0.36695802211761475,2.914973020553589,-0.25813794136047363,0.7715532183647156,3.753818988800049,0.5685188174247742,0.39831915497779846,3.7457499504089355,0.2605164647102356,0.7792868614196777,3.8951661586761475,0.5869709849357605,0.39241865277290344,3.8824820518493652,0.27789920568466187,0.7169098258018494,4.006331443786621,-0.38291987776756287,0.4720679521560669,3.9924404621124268,-0.7581579089164734
Placeholder,0.5984764099121094,0.48292282223701477,-2.011436700820923,0.6237229108810425,0.38507789373397827,-1.9009941816329956,0.645119309425354,0.3834801912307739,-1.9016870260238647,0.6666892766952515,0.382549911737442,-1.9017606973648071,0.545197606086731,0.39235222339630127,-1.9304871559143066,0.5163343548774719,0.3973812758922577,-1.930342197418213,0.4887775778770447,0.4043421149253845,-1.931278944015503,0.6885883212089539,0.4240786135196686,-1.1607493162155151,0.44111496210098267,0.45030590891838074,-1.282889485359192,0.6408397555351257,0.581943929195404,-1.724662184715271,0.548704206943512,0.5948180556297302,-1.760634422302246,0.8744325041770935,0.8985533714294434,-0.6540630459785461,0.22741636633872986,0.8941611051559448,-0.7847542762756348,1.0039012432098389,1.409869909286499,-0.7297912836074829,0.08331512659788132,1.5238631963729858,-0.7561638355255127,0.9876922965049744,1.805423378944397,-1.634826421737671,0.1586073338985443,1.8763790130615234,-1.5947762727737427,1.0320738554000854,1.948801040649414,-1.8775535821914673,0.15573306381702423,2.016293525695801,-1.8527884483337402,0.9669665098190308,1.936081051826477,-2.0120339393615723,0.20891328155994415,1.9617799520492554,-1.9812577962875366,0.9360783100128174,1.8828216791152954,-1.7294566631317139,0.22165998816490173,1.9064700603485107,-1.6785939931869507,0.7708342671394348,1.9961025714874268,-0.058299820870161057,0.34586846828460693,2.010160207748413,0.06636213511228561,0.7567168474197388,2.9113171100616455,-0.22993431985378265,0.36687222123146057,2.9022321701049805,-0.4100589454174042,0.7710565328598022,3.7497663497924805,0.6125990152359009,0.39791837334632874,3.7313690185546875,0.16576284170150757,0.7778838276863098,3.8873231410980225,0.6386721730232239,0.3933032751083374,3.86635422706604,0.18727552890777588,0.7181946039199829,4.003582000732422,-0.31646084785461426,0.47189944982528687,3.9732301235198975,-0.8518519401550293
Placeholder,0.5975037813186646,0.48280617594718933,-2.043081760406494,0.6220645308494568,0.38425856828689575,-1.928476333618164,0.6434343457221985,0.3822875916957855,-1.9291819334030151,0.6651219129562378,0.38109809160232544,-1.9292144775390625,0.5441688895225525,0.39213210344314575,-1.9620585441589355,0.5153981447219849,0.39715850353240967,-1.961974859237671,0.48823365569114685,0.404011607170105,-1.9628998041152954,0.6861076354980469,0.4237649440765381,-1.1688662767410278,0.440275102853775,0.44984376430511475,-1.3101497888565063,0.639678955078125,0.5818754434585571,-1.7490320205688477,0.547893762588501,0.5949916243553162,-1.7906306982040405,0.8693773746490479,0.8989022970199585,-0.6413882970809937,0.22696799039840698,0.8941457867622375,-0.8102170825004578,1.0022141933441162,1.4132030010223389,-0.715706467628479,0.08964767307043076,1.5238171815872192,-0.7571966052055359,0.9836621880531311,1.7698029279708862,-1.6295815706253052,0.16906920075416565,1.8610708713531494,-1.6474143266677856,1.0085965394973755,1.889932632446289,-1.8681974411010742,0.1789909303188324,1.995473861694336,-1.9035959243774414,0.9628124833106995,1.8426387310028076,-1.9924169778823853,0.2170352339744568,1.9300328493118286,-2.0238466262817383,0.9349789619445801,1.798586368560791,-1.719759464263916,0.22585436701774597,1.8770015239715576,-1.7278294563293457,0.7629362940788269,1.995521903038025,-0.05597342178225517,0.3445056080818176,2.0097479820251465,0.06428421288728714,0.7480853796005249,2.910637140274048,-0.17644241452217102,0.36597153544425964,2.890646457672119,-0.3928757607936859,0.7622047662734985,3.7470545768737793,0.6192578673362732,0.39694371819496155,3.7207043170928955,0.16334624588489532,0.7668507695198059,3.8823227882385254,0.6397591829299927,0.39316800236701965,3.8545897006988525,0.18352006375789642,0.7143317461013794,3.9996604919433594,-0.31463873386383057,0.4671019911766052,3.957758903503418,-0.8539631962776184
Placeholder,0.5908993482589722,0.4827093780040741,-1.9418916702270508,0.616645872592926,0.38355356454849243,-1.835220456123352,0.6383018493652344,0.3809940218925476,-1.835795521736145,0.66093510389328,0.379231333732605,-1.8358806371688843,0.5384207963943481,0.3921442925930023,-1.8632653951644897,0.5101044774055481,0.3972415626049042,-1.8628031015396118,0.48433220386505127,0.40408676862716675,-1.863593339920044,0.6838829517364502,0.423274964094162,-1.112652063369751,0.43899673223495483,0.4498753249645233,-1.2276359796524048,0.6353663206100464,0.5818554759025574,-1.6631731986999512,0.5440493822097778,0.5952678322792053,-1.695804238319397,0.8674964904785156,0.9008567929267883,-0.6062337756156921,0.22682900726795197,0.8943613171577454,-0.7937566041946411,0.9966819882392883,1.413514256477356,-0.6748584508895874,0.08944026380777359,1.520607829093933,-0.7140369415283203,0.9774922132492065,1.821500539779663,-1.5783522129058838,0.16827012598514557,1.8640549182891846,-1.5614994764328003,1.0046533346176147,1.9660564661026,-1.844396948814392,0.17746856808662415,2.001329183578491,-1.8153934478759766,0.9564117789268494,1.9439663887023926,-1.964414119720459,0.21665255725383759,1.9422731399536133,-1.954703450202942,0.9284730553627014,1.8883436918258667,-1.6797786951065063,0.22609420120716095,1.8865495920181274,-1.6487475633621216,0.7616934180259705,1.9948673248291016,-0.0652528628706932,0.34671205282211304,2.0091724395751953,0.07314374297857285,0.746789813041687,2.910327196121216,-0.16638512909412384,0.36516645550727844,2.8911359310150146,-0.2903382182121277,0.7602719664573669,3.7470195293426514,0.691502571105957,0.3957151174545288,3.722463607788086,0.3082890808582306,0.7650465965270996,3.882345676422119,0.7182716727256775,0.3920438885688782,3.8575117588043213,0.3333111107349396,0.7119573354721069,3.999343156814575,-0.24876610934734344,0.46301600337028503,3.9590775966644287,-0.6774953603744507
Placeholder,0.591458261013031,0.4828280210494995,-1.9191824197769165,0.6165173053741455,0.3835267424583435,-1.8136773109436035,0.6379483342170715,0.38079938292503357,-1.8142445087432861,0.6606806516647339,0.3787064850330353,-1.814300775527954,0.5389487743377686,0.3925785422325134,-1.8390835523605347,0.5105524659156799,0.39767012000083923,-1.8386099338531494,0.4851014018058777,0.40443986654281616,-1.8393938541412354,0.683134913444519,0.4225479066371918,-1.0976799726486206,0.43992194533348083,0.4499722421169281,-1.199955701828003,0.6359758377075195,0.5818364024162292,-1.6431682109832764,0.5451180338859558,0.5955511331558228,-1.6715718507766724,0.86871337890625,0.9000340700149536,-0.6069610714912415,0.23029716312885284,0.8965789675712585,-0.7801869511604309,1.019418716430664,1.3698650598526,-0.8005760312080383,0.09259427338838577,1.516634464263916,-0.7688798308372498,0.9762967228889465,1.7317532300949097,-1.7982662916183472,0.16832438111305237,1.8633123636245728,-1.679471492767334,1.0040942430496216,1.8674917221069336,-2.0639262199401855,0.17725610733032227,2.002741813659668,-1.9499084949493408,0.9505851864814758,1.8219552040100098,-2.163498878479004,0.2167641669511795,1.9435558319091797,-2.0821661949157715,0.9272815585136414,1.7770029306411743,-1.8833198547363281,0.22694075107574463,1.8883423805236816,-1.7662372589111328,0.7742109298706055,1.994725227355957,-0.06536213308572769,0.36216163635253906,2.0091235637664795,0.07310254126787186,0.7692797183990479,2.9051618576049805,-0.1308065801858902,0.39088332653045654,2.8898723125457764,-0.23835346102714539,0.7927471995353699,3.7358644008636475,0.7124040126800537,0.4302895963191986,3.718571662902832,0.3582210838794708,0.7993736267089844,3.868558168411255,0.7369577884674072,0.4289574921131134,3.8520946502685547,0.38273459672927856,0.7439467906951904,3.987995147705078,-0.2196280062198639,0.5013790726661682,3.956127882003784,-0.6336230635643005
Placeholder,0.5915427207946777,0.4827303886413574,-1.92881441116333,0.6162121295928955,0.3821883201599121,-1.8201144933700562,0.6375332474708557,0.37900686264038086,-1.8207265138626099,0.6600898504257202,0.3765387237071991,-1.8208119869232178,0.5388858318328857,0.3921574652194977,-1.847748041152954,0.5104936957359314,0.3973153531551361,-1.8473883867263794,0.4850943386554718,0.40406858921051025,-1.8482528924942017,0.6816635727882385,0.42094317078590393,-1.097794771194458,0.4399031400680542,0.4498974084854126,-1.2070108652114868,0.6359882950782776,0.5811328291893005,-1.6504316329956055,0.5453221797943115,0.5953705310821533,-1.6823606491088867,0.8687244653701782,0.8997476696968079,-0.5998111367225647,0.23171979188919067,0.8977200388908386,-0.7793782353401184,1.0343563556671143,1.3591933250427246,-0.7762104868888855,0.09239566326141357,1.5117721557617188,-0.8501975536346436,1.0013705492019653,1.7047022581100464,-1.7404111623764038,0.16602696478366852,1.8435475826263428,-1.7682214975357056,1.0277396440505981,1.8314768075942993,-1.9885501861572266,0.17701147496700287,1.982276201248169,-2.0316340923309326,0.9764571785926819,1.7840360403060913,-2.0891177654266357,0.21517686545848846,1.9139422178268433,-2.147841453552246,0.949902355670929,1.743706464767456,-1.8240270614624023,0.225251704454422,1.8622292280197144,-1.8479760885238647,0.7793842554092407,1.997652530670166,-0.06361307203769684,0.3649856746196747,2.0148119926452637,0.07135879993438721,0.7752309441566467,2.9043686389923096,-0.11385589092969894,0.395905077457428,2.887467384338379,-0.2552029490470886,0.8029657006263733,3.732025384902954,0.7408236861228943,0.4342864155769348,3.7139604091644287,0.35758668184280396,0.8094767332077026,3.8640553951263428,0.7663471102714539,0.4327832758426666,3.846855401992798,0.3844873905181885,0.7563936710357666,3.984049081802368,-0.18629558384418488,0.5062150955200195,3.952360153198242,-0.6354500651359558
Placeholder,0.5912280678749084,0.4852157533168793,-2.146160125732422,0.6157387495040894,0.38338416814804077,-2.0347635746002197,0.6371127367019653,0.3801904320716858,-2.035355567932129,0.6597735285758972,0.3777307868003845,-2.0354745388031006,0.5386155247688293,0.3933418095111847,-2.0622730255126953,0.5101717710494995,0.3984958827495575,-2.062121868133545,0.4849243462085724,0.4052242636680603,-2.0630674362182617,0.6815329790115356,0.42217275500297546,-1.2707716226577759,0.4397314190864563,0.45106521248817444,-1.3837456703186035,0.635056734085083,0.5831845998764038,-1.8482606410980225,0.544670581817627,0.5978251695632935,-1.8819162845611572,0.868556797504425,0.9022191166877747,-0.7081598043441772,0.23085929453372955,0.8961118459701538,-0.8507521748542786,1.0337164402008057,1.4085441827774048,-0.9091811776161194,0.09260066598653793,1.500927209854126,-0.8425948619842529,0.9140800833702087,1.6664446592330933,-1.9044171571731567,0.18180200457572937,1.843078851699829,-1.6795837879180908,0.9012019634246826,1.7579171657562256,-2.1549606323242188,0.19775238633155823,1.9835917949676514,-1.9256025552749634,0.8651655912399292,1.6927673816680908,-2.2236015796661377,0.23392771184444427,1.917670726776123,-2.034843921661377,0.8527584075927734,1.6615103483200073,-1.9716575145721436,0.24033387005329132,1.8641688823699951,-1.752066969871521,0.7667949199676514,1.993140459060669,-0.0631227195262909,0.3540455996990204,2.005171298980713,0.07112139463424683,0.7545878291130066,2.9036147594451904,-0.16226230561733246,0.378579318523407,2.8692376613616943,-0.4041704535484314,0.7751769423484802,3.731889247894287,0.6174594759941101,0.41378024220466614,3.701570987701416,0.148391455411911,0.7797490954399109,3.8639440536499023,0.6361317038536072,0.4139961004257202,3.8358373641967773,0.1674196422100067,0.7276349663734436,3.985783815383911,-0.33631572127342224,0.48348143696784973,3.9404802322387695,-0.8808040022850037
Placeholder,0.5907382369041443,0.48509472608566284,-2.1289520263671875,0.6147197484970093,0.3825763165950775,-2.014735698699951,0.635824978351593,0.3794323205947876,-2.0153143405914307,0.6583646535873413,0.3771379888057709,-2.01540470123291,0.5383325219154358,0.39294159412384033,-2.044271945953369,0.5100863575935364,0.39819034934043884,-2.0441174507141113,0.48489516973495483,0.40496042370796204,-2.0450360774993896,0.6804743409156799,0.42202630639076233,-1.2419310808181763,0.43951570987701416,0.4510495662689209,-1.3631290197372437,0.6346047520637512,0.5831734538078308,-1.8277801275253296,0.5444340705871582,0.5978199243545532,-1.8643441200256348,0.8685731887817383,0.9022388458251953,-0.6937931776046753,0.230408176779747,0.8962332010269165,-0.8478525876998901,1.0323237180709839,1.4312580823898315,-1.0519217252731323,0.09773687273263931,1.4958053827285767,-0.9307580590248108,0.8661994338035583,1.5326263904571533,-2.115457534790039,0.2244367003440857,1.8081685304641724,-1.8050349950790405,0.8416551351547241,1.5759485960006714,-2.3740835189819336,0.2501392960548401,1.94182288646698,-2.0502817630767822,0.812142014503479,1.4993212223052979,-2.3969316482543945,0.2864975035190582,1.8681398630142212,-2.1280534267425537,0.8031567931175232,1.4886397123336792,-2.1652493476867676,0.28656673431396484,1.8186194896697998,-1.865599274635315,0.7656478881835938,1.9939578771591187,-0.062003351747989655,0.35314199328422546,2.006588935852051,0.06999169290065765,0.7540181875228882,2.9074666500091553,-0.1458725929260254,0.37819504737854004,2.871128797531128,-0.3922717571258545,0.7743790745735168,3.735275983810425,0.6327902674674988,0.41308361291885376,3.7029318809509277,0.155124694108963,0.7789051532745361,3.8651111125946045,0.6513462066650391,0.41278162598609924,3.8378796577453613,0.17536887526512146,0.7266375422477722,3.992006301879883,-0.31482449173927307,0.48291274905204773,3.942420482635498,-0.8639752268791199
